"sample_id","Observed","Shannon","Simpson","sample_id_clean","sample_type","include_qc","include_biological_analysis","diet_code","diet_label","hydrolysate_percent","fishmeal_percent","timepoint_day","tank","fish","group","forward_raw","reverse_raw","forward_symlink","reverse_symlink","treatment","treatment_label","timepoint_label","pairs_processed","pairs_written","reads.out","merged","nonchim","raw_to_nonchim_pct","timepoint","hydro_group","diet_label_short","diet_time","tax_level"
"X2.5t30",2,0.000732448904987082,0.000138477782306801,"Ctrl_D30_Tk2_F05","Intestine","yes","yes","Ctrl","control",0,30,30,2,5,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t30/X2.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t30/X2.5t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t30/X2.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t30/X2.5t30.raw_2.fastq.gz","Ctrl","control","D30",63981,63981,58343,58293,57897,90.4909269939513,"D30","Ctrl","Control","Ctrl_D30","Genus"
"X2.5t7",6,0.0217563277314796,0.00533137606070167,"Ctrl_D07_Tk2_F05","Intestine","yes","yes","Ctrl","control",0,30,7,2,5,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t7/X2.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t7/X2.5t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t7/X2.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t7/X2.5t7.raw_2.fastq.gz","Ctrl","control","D07",65788,65788,59504,59134,58859,89.4676840761233,"D07","Ctrl","Control","Ctrl_D07","Genus"
"X2.5t90",8,0.098278931487087,0.0359885263522022,"Ctrl_D90_Tk2_F05","Intestine","yes","yes","Ctrl","control",0,30,90,2,5,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t90/X2.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X2.5t90/X2.5t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t90/X2.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X2.5t90/X2.5t90.raw_2.fastq.gz","Ctrl","control","D90",31070,31070,28762,28661,28644,92.1918249114902,"D90","Ctrl","Control","Ctrl_D90","Genus"
"X3.1t30",19,1.99149133116276,0.821489994145759,"Ctrl_D30_Tk3_F01","Intestine","yes","yes","Ctrl","control",0,30,30,3,1,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t30/X3.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t30/X3.1t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t30/X3.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t30/X3.1t30.raw_2.fastq.gz","Ctrl","control","D30",69434,69434,63060,62100,60633,87.3246536279056,"D30","Ctrl","Control","Ctrl_D30","Genus"
"X3.1t7",48,2.38609527398057,0.826396891991097,"Ctrl_D07_Tk3_F01","Intestine","yes","yes","Ctrl","control",0,30,7,3,1,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t7/X3.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t7/X3.1t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t7/X3.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t7/X3.1t7.raw_2.fastq.gz","Ctrl","control","D07",62299,62299,55044,47055,35698,57.3010802741617,"D07","Ctrl","Control","Ctrl_D07","Genus"
"X3.1t90",20,0.467694678318699,0.174467974444238,"Ctrl_D90_Tk3_F01","Intestine","yes","yes","Ctrl","control",0,30,90,3,1,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t90/X3.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.1t90/X3.1t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t90/X3.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.1t90/X3.1t90.raw_2.fastq.gz","Ctrl","control","D90",43001,43001,39579,39190,39087,90.8978860956722,"D90","Ctrl","Control","Ctrl_D90","Genus"
"X3.2t30",4,0.00775235007329061,0.00171542287183835,"Ctrl_D30_Tk3_F02","Intestine","yes","yes","Ctrl","control",0,30,30,3,2,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t30/X3.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t30/X3.2t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t30/X3.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t30/X3.2t30.raw_2.fastq.gz","Ctrl","control","D30",64707,64707,58642,58576,48950,75.6486933407514,"D30","Ctrl","Control","Ctrl_D30","Genus"
"X3.2t7",53,1.97199948855722,0.750092944625147,"Ctrl_D07_Tk3_F02","Intestine","yes","yes","Ctrl","control",0,30,7,3,2,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t7/X3.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t7/X3.2t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t7/X3.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t7/X3.2t7.raw_2.fastq.gz","Ctrl","control","D07",65614,65614,58277,53220,45721,69.6817752308959,"D07","Ctrl","Control","Ctrl_D07","Genus"
"X3.2t90",6,0.738453796482009,0.379445612858906,"Ctrl_D90_Tk3_F02","Intestine","yes","yes","Ctrl","control",0,30,90,3,2,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t90/X3.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.2t90/X3.2t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t90/X3.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.2t90/X3.2t90.raw_2.fastq.gz","Ctrl","control","D90",34388,34388,32143,31849,30262,88.0016284750494,"D90","Ctrl","Control","Ctrl_D90","Genus"
"X3.3t30",6,0.0394970919621515,0.0111064124586856,"Ctrl_D30_Tk3_F03","Intestine","yes","yes","Ctrl","control",0,30,30,3,3,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t30/X3.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t30/X3.3t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t30/X3.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t30/X3.3t30.raw_2.fastq.gz","Ctrl","control","D30",77303,77303,69847,69266,68941,89.182826022276,"D30","Ctrl","Control","Ctrl_D30","Genus"
"X3.3t7",49,2.43278360151199,0.828622798751425,"Ctrl_D07_Tk3_F03","Intestine","yes","yes","Ctrl","control",0,30,7,3,3,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t7/X3.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t7/X3.3t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t7/X3.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t7/X3.3t7.raw_2.fastq.gz","Ctrl","control","D07",66010,66010,56178,50575,38883,58.9047114073625,"D07","Ctrl","Control","Ctrl_D07","Genus"
"X3.3t90",17,0.251408529493393,0.107294968078426,"Ctrl_D90_Tk3_F03","Intestine","yes","yes","Ctrl","control",0,30,90,3,3,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t90/X3.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.3t90/X3.3t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t90/X3.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.3t90/X3.3t90.raw_2.fastq.gz","Ctrl","control","D90",84403,84403,80062,79582,78950,93.5393291707641,"D90","Ctrl","Control","Ctrl_D90","Genus"
"X3.4t30",3,0.146740209318343,0.0572864609508557,"Ctrl_D30_Tk3_F04","Intestine","yes","yes","Ctrl","control",0,30,30,3,4,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t30/X3.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t30/X3.4t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t30/X3.4t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t30/X3.4t30.raw_2.fastq.gz","Ctrl","control","D30",64628,64628,58799,58618,57102,88.3548926162035,"D30","Ctrl","Control","Ctrl_D30","Genus"
"X3.4t7",53,2.1891027823223,0.786748130628658,"Ctrl_D07_Tk3_F04","Intestine","yes","yes","Ctrl","control",0,30,7,3,4,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t7/X3.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t7/X3.4t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t7/X3.4t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t7/X3.4t7.raw_2.fastq.gz","Ctrl","control","D07",73099,73099,61118,57176,48772,66.7204749722978,"D07","Ctrl","Control","Ctrl_D07","Genus"
"X3.4t90",3,0.431124138699179,0.259617415550143,"Ctrl_D90_Tk3_F04","Intestine","yes","yes","Ctrl","control",0,30,90,3,4,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t90/X3.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.4t90/X3.4t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t90/X3.4t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.4t90/X3.4t90.raw_2.fastq.gz","Ctrl","control","D90",79050,79050,72950,72841,70034,88.5945604048071,"D90","Ctrl","Control","Ctrl_D90","Genus"
"X3.5t30",3,0.0121966893808481,0.00311285283434748,"Ctrl_D30_Tk3_F05","Intestine","yes","yes","Ctrl","control",0,30,30,3,5,"Ctrl_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t30/X3.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t30/X3.5t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t30/X3.5t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t30/X3.5t30.raw_2.fastq.gz","Ctrl","control","D30",63142,63142,57632,57494,54847,86.8629438408666,"D30","Ctrl","Control","Ctrl_D30","Genus"
"X3.5t7",6,0.0866698172496936,0.0268889421356729,"Ctrl_D07_Tk3_F05","Intestine","yes","yes","Ctrl","control",0,30,7,3,5,"Ctrl_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t7/X3.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t7/X3.5t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t7/X3.5t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t7/X3.5t7.raw_2.fastq.gz","Ctrl","control","D07",64719,64719,60580,59099,53675,82.9354594477665,"D07","Ctrl","Control","Ctrl_D07","Genus"
"X3.5t90",6,0.581404883493319,0.383639219724988,"Ctrl_D90_Tk3_F05","Intestine","yes","yes","Ctrl","control",0,30,90,3,5,"Ctrl_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t90/X3.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/X3.5t90/X3.5t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t90/X3.5t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/X3.5t90/X3.5t90.raw_2.fastq.gz","Ctrl","control","D90",65591,65591,61466,61333,59852,91.250323977375,"D90","Ctrl","Control","Ctrl_D90","Genus"
"Y1.1t30",1,0,0,"BL15_D30_Tk1_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,1,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t30/Y1.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t30/Y1.1t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t30/Y1.1t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t30/Y1.1t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",63156,63156,57631,57526,56919,90.124453733612,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus"
"Y1.1t7",49,2.42057336655908,0.831749655986402,"BL15_D07_Tk1_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,1,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t7/Y1.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t7/Y1.1t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t7/Y1.1t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t7/Y1.1t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",78919,78919,68081,64187,53130,67.3221911073379,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus"
"Y1.1t90",7,0.40397895931953,0.167912149785257,"BL15_D90_Tk1_F01","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,1,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t90/Y1.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.1t90/Y1.1t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t90/Y1.1t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.1t90/Y1.1t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",31454,31454,29371,29222,28400,90.2905830736949,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus"
"Y1.2t30",9,0.157244653992436,0.0598294563075265,"BL15_D30_Tk1_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,2,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t30/Y1.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t30/Y1.2t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t30/Y1.2t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t30/Y1.2t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",63660,63660,59265,59139,58689,92.191328934967,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus"
"Y1.2t7",51,2.29375838559717,0.782222094631943,"BL15_D07_Tk1_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,2,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t7/Y1.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t7/Y1.2t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t7/Y1.2t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t7/Y1.2t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",66068,66068,58603,56571,52173,78.9686383725858,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus"
"Y1.2t90",7,0.0147366982567567,0.00342479110863025,"BL15_D90_Tk1_F02","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,2,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t90/Y1.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.2t90/Y1.2t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t90/Y1.2t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.2t90/Y1.2t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",82559,82559,78650,78465,78182,94.6983369469107,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus"
"Y1.3t30",4,0.732645701811846,0.504644293242581,"BL15_D30_Tk1_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,30,1,3,"BL15_D30","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t30/Y1.3t30.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t30/Y1.3t30.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D30",68961,68961,62758,62176,51303,74.3942228215948,"D30","Hydrolysate","Hydrolysate_15","BL15_D30","Genus"
"Y1.3t7",11,0.853633925589388,0.475563254575881,"BL15_D07_Tk1_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,7,1,3,"BL15_D07","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t7/Y1.3t7.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t7/Y1.3t7.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D07",64852,64852,58832,58151,56093,86.493862949485,"D07","Hydrolysate","Hydrolysate_15","BL15_D07","Genus"
"Y1.3t90",11,0.740516110433713,0.465472026422233,"BL15_D90_Tk1_F03","Intestine","yes","yes","BL15","blue_whiting_hydrolysate_15",15,0,90,1,3,"BL15_D90","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/result_X204SC25103850-Z01-F001/01.RawData/Y1.3t90/Y1.3t90.raw_2.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_1.fastq.gz","/home/dani/descartes_exp2/custom_dada2_preprocessing/data/raw_reads/by_sample/Y1.3t90/Y1.3t90.raw_2.fastq.gz","BL15","blue_whiting_hydrolysate_15","D90",91938,91938,87593,87345,86842,94.4571341556266,"D90","Hydrolysate","Hydrolysate_15","BL15_D90","Genus"
